id,ansa,ansb,ansc,ansd,answer,category,question,timelimit
2551,40亿,50亿,60亿,70亿,C,0,1987年7月11日世界人口突破了，联合国因此把7月11日定为“世界人口日”___ ,15
2553,环境卫生,环境质量,空气水质,天气情况,B,0,《中华人民共和国环境保护法》规定，地方各级人民政府，应当对本辖区的___负责，采取措施改善环境质量。,15
2556,氧气,氢气,二氧化硫,一氧化碳,C,0,二氧化碳、氮氧化物和___。,15
2557,原始,次生,生态,生物,C,0,《中华人民共和国环境保护法》规定，开发利用自然资源，必须采取措施保护___环境。,15
2558,规划,建设项目,规划和建设项目,以建设项目,C,0,环境影响评价是指，对___实施后可能造成的环境影响进行分析、预测和评估，提出预防和减轻不良环境影响的对策和措施，进行跟踪监测的方法和制度。,15
2560,中华鲟,白鳍豚,扬子鰐,蓝鲸,B,0,世界上最濒危的鲸类物种，属国家一级保护动物，被称为“长江女神”是指___。,15
2561,“世界人口日”,“世界地球日”,“世界环境日”,“世界无烟日”,C,0, 1972年10月，第27届联合国大会通过了联合国人类环境会议的建议，规定每年的6月5日为___。,15
2562,战争问题,资源问题,环境问题,人口问题,A,0,"下列问题中, 不属于当今世界三大难题的是____",15
2563,水,石油,森林,土地,D,0,"下列自然资源中, 属于非可再生自然资源的是____",15
2564,80亿,150亿,100亿,91亿,A,0,"据联合国最近发表的观测报告说, 到2030年,世界人口将达____",15
2566,洞庭湖,鄱阳湖,巢湖,洪泽湖,B,0, 我国第一大淡水湖是____,15
2567,日本,加拿大,芬兰,巴西,A,0,世界上森林覆盖率最高的国家____,15
2568,9%,20%,10%,30%,A,0, 中国沙漠、戈壁、沙漠化土地、风沙土地占国土面积的____,15
2570,新疆虎,新疆北鲵,斑林狸,塔里木兔,A,0,在我国已灭绝的10种野生动物中，新疆占了3种，它们是野马、高鼻羚羊和___,15
2571,丹顶鹤,大熊猫,骆驼,华南虎,B,0,中国野生动物保护协会的会徽是_____,15
2572,酸水,酸雨,酸雾,酸汁,B,0,因空气污染引起的酸性降水被称为_____。,15
2574,普通,无磷,廉价,高价,B,0,保护水环境，我们应该选择使用___洗衣粉。,15
2575,工业废水,生活污水,旅运、水运,大气降水,C,0,不属于造成水体污染原因的是____,15
2576,12315,148,12369,400-8208820,C,0,全国统一的环境问题举报免费热线电话是_____,15
2578,3月12日,5月2日,2月2日,6月5日,C,0,湿地保护是环境保护的重要领域，是国际自然保护的一个热点；世界湿地日为每年的：_____。,15
2579,高血压,冠心病,中风,耳聋,A,0,噪声是_____的祸根。,15
2581,1\\/2,1\\/3,1\\/4,1\\/5,C,0,我国是一个缺水的国家，人均水资源仅为世界人均量的___。,15
2869,汉乐府,北朝乐府,南朝乐府,唐乐府,C,0,《西洲曲》是一首 ___,15
2870,《归园田居》,《移居》,《饮酒》,《种豆南山下》,B,0,“奇文共欣赏，疑义相与析”出自___,15
2871,孟浩然,李白,杜牧,谢灵运,A,0,盛唐山水诗人中能与王维齐名的是___,15
2872,田园山水诗人　,边塞诗人,现实主义诗人,浪漫主义诗人,A,0,王维是唐代著名的___,15
2873,田园山水诗人,边塞诗人,现实主义诗人,浪漫主义诗人,B,0,高适是唐代著名的___,15
2874,欧阳修,王安石,柳宗元,曾巩,C,0,下列人物都属于“唐宋八大家”，其中不属于宋代的是___。,15
2875,“淇则有岸，濕则有泮”。,来归相怨怒，但坐观罗敷。,周公吐哺，天下归心。,长风破浪会有时，直挂云帆济沧海。,A,0,找出下列比兴句___,15
2876,孔子和荀子,孟子和庄子,墨子和老子,李斯和庄子,A,0,下列思想家同属儒家学派的是___,15
2878,不同的地域,不同的时期,音乐的性质,篇幅的长短,C,0,《诗经》中的风、雅、颂是按___来划分的。,15
2879,孔子的中心思想,墨子的中心思想,孟子的中心思想,庄子的中心思想,B,0,“兼爱”是___,15
2880,西周初年至战国,西周初年至春秋中叶,春秋至战国,整个周代,B,0,《诗经》所收之诗，大致产生于___。,15
2881,《江汉临泛》,《山中》,《鹿柴》,《渭城曲》,B,0,下列哪首王维的诗歌体现的是初冬的幽美景色___,15
2883,《十五从军征》,《移居》,《饮酒》,《桃花源记》,A,0,下列不属于陶渊明的作品的是___,15
2884,七言律诗,七言歌行　,五言绝句,七言绝句,D,0,王昌龄最擅长的是___,15
2886,王昌龄,王维,李白,李商隐,D,0,大量创作“无题”诗，并对后世特别是宋初西昆派诗人产生很大影响的诗人是___,15
2888,李煜,李景,辛弃疾,李清照,D,0,易安居士是作家___的号。,15
2889,杜甫,黄庭坚,陆游,刘禹锡,B,0,有“点铁成金”、“夺胎换骨”之说的诗人是___,15
2890,空山新雨后，天气晚来秋,明月松间照，清泉石上流,竹喧归浣女，莲动下渔舟,随意春芳歇，王孙自可留,D,0,王维《山居秋暝》中，流露出隐居山中之意的诗句是___,15
2892,少无适俗韵，性本爱丘山,羁鸟恋旧林，池鱼思故渊,榆柳荫后檐，桃李罗堂前,狗吠深巷中，鸡鸣桑树颠,B,0,《归园田居》诗句中，具有比喻意义的是___,15
2893,父亲,哥哥,儿子,弟弟,D,0,苏轼《水调歌头》小序云：“丙辰中秋，欢饮达旦，大醉，作此篇兼怀子由。”这里的子由是苏轼的___,15
2895,王维,岑参,杜甫,李白,D,0,唐代诗人中有“诗仙、诗圣、诗佛、诗雄”美称的诗人依次是___,15
2897,随意春芳歇，王孙自可留。,凤凰台上凤凰游，凤去台空江自流。,长风万里送秋雁，对此可以酣高楼。,庄生晓梦迷蝴蝶，望帝春心托杜鹃。,C,0,下面诗句中未用典故的一句是___,15
2898,辛弃疾,李清照,柳永,苏轼,B,0,以宋室南渡为界，词作的情感和风格呈现出两种不同面貌的作家是___,15
2899,鲁迅,郭沫若,戴望舒,老舍,C,0,《雨巷》这首诗创造了一个“梦一般凄婉迷茫”的意境，其作者是___,15
2902,儒,佛,道,法,C,0,苏轼《前赤壁赋》中所说之理是___家之理。,15
2903,英,法　,美　,俄,C,0,诙谐幽默、寓悲于喜，形成“含泪的微笑”的独特风格的作家是___国作家。,15
2904,才自清明志自高，生与末世运偏消。清明涕送江边望，千里东风一梦遥。,勘破三春景不长，缁衣顿改昔年妆。可怜绣户侯门女，独卧青灯古佛旁。,霁月难逢，彩云易散。心比天高，身为下贱。风流灵巧招人怨。寿夭多因诽谤生，多情公子空牵念。,情天情海幻情身，情既相逢必主淫；漫言不肖皆荣出，造衅开端实在宁。,A,0,《红楼梦》中对探春的判词是___,15
2905,《谏逐客书》,《李将军列传》,《段太蔚逸事状》,《张中丞传后叙》,B,0,成语“桃李不言，下自成蹊”出自 ___,15
2906,借景抒情,借典故抒情,直抒胸臆,借叙事抒情,D,0,杜甫《兵车行》 “ 牵衣顿足拦道哭，哭声直上干云霄 ” 两句的抒情方式是___,15
2907,笑辄不辍-----矢不复笑-----伏尸痛哭,笑辄不辍-----矢不复笑-----笑须有时,笑辄不辍-----惩罚淫徒-----矢不复笑,笑辄不辍----隐蔽于笑----惩恶葬母,A,0,婴宁性格转化的轨迹是___,15
2908,屈原,陶渊明,谢灵运,王维,C,0,我国文学史上最早大量写作田园诗的诗人是 ___,15
2909,气候—晚风—过雁—黄花—梧桐细雨,晚风—气候—过雁—黄花—梧桐细雨,过雁—黄花—梧桐细雨—晚风—气候,气候—晚风—黄花—过雁—梧桐细雨,A,0,李清照《声声慢》词中用以渲染愁情的景物依次是 ___,15
2910,批评秦王劳民伤财，声色误国,渲染秦国强大富足，无所不有,投其所好，以便说服秦王收回逐客令,阐发重物轻人不可能统一天下的道理,C,0,李斯在《谏逐客书》中，大肆铺陈秦王所喜好的珍宝、美色、音乐，是为了___,15
2912,春花秋月,东风明月,雕栏玉砌,一江春水,D,0,在《虞美人》_________中，用来作喻的景物是___,15
2915,但为君故，沉吟至今,问君能有几多愁?恰似一江春水向东流,君莫舞，君不见、玉环飞燕皆尘土,乃敢与君绝,B,0,"下列诗句、词句中\\""君\\""为作者自指的是___",15
2916,郭沫若,艾青,郁达夫,朱自清,B,0,在中国现代文坛上，以诗歌为主的作家是___,15
2917,每日早晨都到小花厅会齐办事,临寝之先，带上夜人到各处巡查一次,免去部分重叠的开支,将大观园承包给各位老妈管理,D,0,探春对大观园的管理进行改革，其中最有创意的措施是：___,15
2919,冰心,冯沅君,苏雪林,庐隐,B,0,五四时期创作《隔绝》、《旅行》等小说的女作家是___,15
2920,新月诗人朱湘,现代派诗人戴望舒,象征派诗人李金发,中国诗歌会诗人蒲风,B,0,诗集《草莽集》的作者是___,15
2923,郭沫若的《女神》,徐志摩的《志摩的诗》,闻一多的《红烛》,胡适的《尝试集》,D,0,中国现代第一部新诗集是___,15
2924,田汉的《咖啡店之一夜》,洪深的《赵阎王》,欧阳予倩的《泼妇》,胡适的《终身大事》,D,0,中国现代最早的剧本是___,15
2925,冰心,叶绍钧,朱自清,庐隐,B,0,"五四时期以创作\\""教育小说\\""知名的作家是___",15
2926,张天翼,王统照,叶绍钧,郁达夫,C,0,童话集《稻草人》和《古代英雄的石像》的作者是___,15
2927,朱自清,许地山,冰心,庐隐,B,0,散文集《空山灵雨》的作者是___,15
2928,鲁,王统照,吴组缃,沙汀,B,0,长篇小说《山雨》的作者是___,15
2929,闻一多,郁达夫,柔石,殷夫,B,0,抗日战争期间因进行抗日文化宣传活动，抗战胜利后被日本宪兵队秘密杀害的中国现代知名作家是___,15
2930,郁达夫,李健吾,冯文炳,林语堂,A,0,游记散文集《屐痕处处》的作者是___,15
2931,《荒村》,《一句话》,《死水》,《洗衣歌》,B,0,闻一多表达对祖国新生坚定信念的诗篇是___,15
2932,骆宾基,端木蕻良,冯文炳,萧军,C,0,小说集《竹林的故事》和长篇小说《桥》的作者是___,15
2933,穆木天,蒲风,李金发,戴望舒,C,0,诗集《微雨》的作者是___,15
2935,茅盾,曹禺,老舍,巴金,C,0,现代著名作家中，原名舒庆春，字舍予的是___,15
2936,艾青,艾芜,老舍,巴金,D,0,现代著名作家中，本名李尧棠，字芾甘的是___,15
2937,田汉,洪深,曹禺,夏衍,C,0,原名万家宝的现代著名戏剧家是___,15
2938,汉族作家,回族作家,满族作家,蒙族作家,C,0,老舍是___,15
2939,新青年社,新潮社,文学研究会,创造社,C,0,中国现代第一个新文学社团是___,15
2941,语丝社,文学研究会,创造社,新月社,B,0,郑振铎是哪个新文学社团的成员___,15
2942,1921年,1922年,1919年,1923年,A,0,创造社的成立时间是___,15
2943,新月社,沉钟社,创造社,文学研究会,C,0,成仿吾是哪个新文学社团的成员___,15
2945,文学研究会,语丝社,未名社,创造社,D,0,"本着\\""内心的要求\\""从事文学活动的新文学社团是___",15
2949,自由体诗,格律诗,民歌体诗,象征诗,B,0,《晨报副刊?诗镌》提倡和发表的主要是___,15
2950,1921年,1922年,1923年,1924年,D,0,语丝社的成立时间是___,15
2951,语丝社,莽原社,未名社,创造社,A,0,孙伏园是哪个新文学社团的成员___,15
2952,太阳社,沉钟社,未名社,语丝社,D,0,对中国现代散文做出重要贡献的是___,15
2953,未名社,狂飙社,沉钟社,浅草社,B,0,高长虹是哪个新文学社团的成员___,15
2954,弥洒社,湖畔诗社,新月社,创造社,A,0,胡山源是哪个新文学社团的成员___,15
2955,未名社,创造社,文学研究会,新月社,C,0,新文学第一个十年，对现实主义文学发展做出重要贡献的新文学社团是___,15
2957,未名社,狂飙社,弥洒社,沉钟社,A,0,以翻译外国文学、尤其是翻译介绍俄罗斯和苏联文学为主要特色的新文学社团是___,15
2958,浅草社,新月社,莽原社,创造社,C,0,提倡和多发表社会批评和文明批评文章的新文学社团是___,15
2960,莽原社,沉钟社,狂飙社,弥洒社,C,0,"以\\""虚无的反抗\\""为思想特色的新文学社团是___",15
2961,弥洒社,沉钟社,莽原社,未名社,B,0,"致力于创作，被鲁迅评为\\""中国的最坚韧，最诚实，挣扎得最久的团体\\""是___",15
2962,五四运动前夕,"\\""五四\\""后",辛亥革命前,辛亥革命后,C,0,中国最早的话剧团体春柳社是成立于___,15
2965,夏衍,洪深,田汉,欧阳予倩,C,0,话剧团体南国社的主要成员是___,15
2966,穆木天,冯乃超,王独清,李金发,D,0,阐述艺术之朦胧美的《艺术之本原与其命运》一文的作者是___,15
2968,诗要再现社会生活的面貌,诗要抒发主观的情思,诗要暗示内生命的深秘,诗要揭示社会生活之本质,C,0,《谈诗--寄沫若的一封信》中强调的象征诗特征是___,15
2970,禅让制,世袭制,分封制,等级制,A,0,下列各项制度哪一项不符合西周情况___ ,15
2971,中国的井田制与日本的班田制,中国的均田制与日本的班田制,中国的井田制与俄国的农奴制,商鞅变法与明治维新所确立的两种土地制度,B,0,从生产资料所有制的性质看，下列选项中最相似的土地制度是___  ,15
2972,百家争鸣,东汉末年军阀混战,工农武装割据政权,实行家庭联产承包责任制,D,0,与中国封建经济基础无关的历史现象是___ ,15
2973,匈奴,鲜卑,羯,氐,A,0,推翻西晋王朝的少数民族是___,15
2974,《齐民要术》,《缀术》,《神灭论》,《水经注》,B,0,南朝祖冲之撰写的数学论文集___，是当时数学领域的最高成就，直到唐代还被用作数学课本。 ,15
2976,北宋汴河流域人以石油作燃料,北宋东京居民以石油作燃料,北宋东京居民以煤炭作燃料,河南开封是我国最早以煤炭作燃料的地区,C,0,“昔汴都数百万家，尽仰石炭，无一家燃薪者”这一记载所反映的历史是：___ ,15
2977,开辟通商口岸,开展自由贸易,打开中国市场,控制清朝政府,C,0,从本质方面看，两次鸦片战争的共同目的是___,15
2978,中国没有独立的主权,中国资本主义经济薄弱,中国资产阶级的两面性,十月革命的影响,A,0,资本主义道路在近代中国行不通的最根本原因是___ ,15
2980,长城,故宫,敦煌壁画,秦始皇陵兵马俑,D,0,世界第八大奇迹是指___ ,15
2981,南宋前期,南宋中期,北宋前期,北宋中期,C,0,___，四川地区出现的“交子”是世界上最早的纸币。 ,15
2982,中国民族资本主义的发展,中国无产阶级队伍的壮大,俄国十月革命的影响,五四运动的推动,A,0,中国旧民主主义革命向新民主主义革命转变的最根本的原因是___ ,15
2983,一边倒,两只拳头打人Ｃ、一条线,一大片,<blank>,A,0,我国60年代外交活动的主要特点是___ ,15
2984,美国,海地,古巴,墨西哥,B,0,美洲出现的第一个独立国家是___ ,15
2985,越南,印度,印尼,菲律宾,C,0,地处亚洲革命风暴最南端的国家是___ ,15
2987,世界形势发展的总趋势是走向缓和的,天下出现了太平的局面,在近期内不会发生世界大战,当今世界缓和与紧张、和平与动荡并存,B,0,在评价两极格局结束后的世界局势时不能够认为___ ,15
2988,华佗,扁鹊,张仲景,李时珍,B,0,中国古代第一个享有盛誉的名医，是春秋战国后期的民间医生___。创造了望、闻、问、切的四诊法，几千年来一直为中国传统医学所采用。 ,15
2989,1300,1200,1100,1000,A,0,司马光是北宋著名历史学家，他用了19年的时间编写的《资治通鉴》，是一部著名编年体通史，叙述了从战国到五代___多年的历史。 ,15
2990,7,7,6,6,B,0,1405到1433的近30年间，郑和率领的船队先后__次下西洋，到达亚、非___多个国家和地区。,15
2991,钦差大臣,援藏大臣,驻藏大臣,护藏大臣,C,0,1727年，清朝廷开始在西藏设___。其代表中央政府，同达赖和班禅共同管理西藏。  ,15
2992,北京条约,辛丑条约,马关条约,南京条约,D,0,1842年8月，清朝廷被迫与英国签订不平等的___，中国自此开始沦为半殖民地半封建社会。,15
2993,1856-1860,1856-1861,1857-1861,1857-1860,A,0, 第二次鸦片战争是英、法两国为了进一步扩大侵略特权而对中国发动的侵略战争，爆发于__年，英军进攻广州，___年10月结束。  ,15
2994,岳麓书院,白鹿洞书院,京师同文馆,国子监,C,0,___是中国第一所近代学校，1862年正式开学，主要教习外国语文和自然科学，培养了许多翻译人才和外交官员。  ,15
2995,叶志超,左宝贵,冯子材,邓世昌,D,0,___是中日甲午海战中的民族英雄。1894年9月17日黄海海战中，在弹尽舰伤情况下，他指挥致远舰快速冲向日舰吉野号，不幸被鱼雷击中，与全舰官兵250人一起壮烈牺牲。  ,15
2996,南京,北京,天津,广州,A,0,辛亥革命是1911年_____发生的由孙中山领导的民主革命，推翻了以清王朝为代表的封建帝制。1912年1月1日，中华民国临时政府在___成立，孙中山任临时大总统。 ,15
2997,1966-1977,1966-1976,1965-1978,<blank>,B,0,___，中国进行的“文化大革命”是错误的，给中国的建设事业带来了严重的破坏。 ,15
2998,容国团,蔡振华,庄则栋,<blank>,C,0,中国是著名的乒乓球王国，60年代中国著名选手___连续三次夺取了男子单打世界冠军。 ,15
2999,长城一号,彩虹一号,长江一号,<blank>,D,0,1970年4月24日，中国自行设计制造的第一颗人造地球卫星“___”由长征一号火箭成功发射。1988年9月27日，中国核潜艇水下发射运载火箭获得成功。中国空间技术进入新的时代。,15
3001,1999年12月1日,1997年12月20日,1997年7月1日,1999年12月20日,D,0,___，被葡萄牙统治了四百多年的澳门正式回归到中国的版图，邓小平“一国两制”的构想变成了现实。,15
3002,松江,建康,海南岛,杭州,A,0,元朝的棉纺织业中心和外贸港口分别是___ ,15
3003,鸭绿江,松花江,松花江,鸭绿江,D,0,明长城东起___，西到嘉峪关，蜿蜒__多公里，气势十分雄伟。 ,15
3005,兴中会,华兴会,光复会,同盟会,D,0,提出“驱逐鞑虏，恢复中华，建立民国，平均地权”的政治纲领的革命政党是___ ,15
3006,新文化运动,辛亥革命,五四爱国运动,京汉铁路工人大罢工,C,0,___是新民主主义革命的开端。  ,15
3007,1920,1920,1921,1921,B,0,第一个共产党组织的建立时间是___，地点是在__，建立者是__。 ,15
3009,中央革命根据地,井冈山革命根据地,湘赣革命根据地,闽浙革命根据地,B,0,中国革命在农村建立的第一和革命根据地是___ ,15
3010,8月15日,9月2日,9月9日,10月25日,A,0,日本帝国主义被迫宣布无条件投降是在1945年___ ,15
3011,英国,英国,美国,美国,D,0,19世纪末，20世纪初，___和__成为世界头号和二号资本主义工业大国。 ,15
3013,第一次代表大会,第二次代表大会,第六次代表大会,第七次代表大会,D,0,提出建立反法西斯统一战线的是共产国际的___ ,15
3014,1931年9月18日,1939年9月1日,1940年6月22日,1941年12月7日,B,0,第二次世界大战全面爆发的时间是___ ,15
3016,1949年,1955年,1957年,1967年,C,0,世界上第一颗人造地球卫星升空的时间是___ ,15
3017,鲁班,李冰,李春,赵括,C,0,隋朝工匠___营造的赵州桥，是中国历史上最著名的、也是世界上现存最古老的石拱桥。 ,15
3018,严复,蔡元培,胡适,梁启超,A,0,北京大学的第一位校长是___,15
3019,湖南,广西,山东,甘肃,C,0,大汶口文化遗址在我国的什么地方？___,15
3020,《孔子》,《孟子》,《庄子》,《韩非子》,B,0,"“民为贵,社稷次之,君为轻”这句话出自___",15
3021,赤壁之战,长平之战,巨鹿之战,官渡之战,C,0,"\\""破釜沉舟\\""这个成语出于哪次战争?___",15
3022,单刀赴会,水淹七军,大意失荆州,七擒七纵,D,0,以下历史事件中，与关羽无关的是___ ,15
3024,（1）（2）（3）,（5）（2）（4）,（5）（1）（4）,（5）（3）（4）,C,0,"在我国古代神话中\\""开天辟地\\"" \\""钻木取火\\"" \\""尝百草\\""分别指___⑴燧人氏 ⑵女娲 ⑶冒厥 ⑷神农氏 ⑸盘古氏 ",15
3025,铜,铜与铁,铜与锡,铜与钢,C,0,中国古代的青铜器，造型新颖，种类繁多，以商、周、春秋时期的为多。其主要成分是___,15
3026,《三国志》,《营造方式》,《禽经》,《金刚经》,D,0,造纸和印刷术是我国的伟大发明，而下列哪部著作是世界上第一部用纸印刷的书籍？___,15
3027,美国—日本,美国—古巴,英国—德国,英国-阿根廷,D,0,马岛战争是哪两国之间的战争___,15
3028,金字塔,空中花园,宙斯神像,太阳神像,B,0,下列世界奇迹___位于伊拉克? ,15
3029,东林书院,岳麓书院,石鼓书院,白鹿书院,A,0,历史上曾有的“风声雨声读书声声声入耳，家事国事天下事事事关心”对联是在：___,15
3030,10年,16年,28年,50年,B,0,所谓“先有哈佛，后有美利坚”第一批清教徒抵达北美160年后有了美利坚，那么他们抵达北美___有了哈佛大学,15
3031,李渊,李建成,李世民,李元吉,C,0,626年发动“玄武门之变”的是___,15
3032,贞观之治,开元盛世,开皇之治,光武中兴,A,0,历史上把唐太宗统治时期称为___,15
3033,秦朝,汉朝,南北朝,唐朝,D,0,我国饮茶之风风靡全国始于___,15
3034,曲辕犁,耧车,水排,筒车,D,0,下列农具中，可用于灌溉的是___,15
3035,突厥,回纥,回鹘,兀儿,C,0,维吾尔族的祖先在唐玄宗时被称作___,15
3036,新罗人,高丽人,日本人,波斯人,A,0,唐朝的外国留学生中，人数最多的是___,15
3038,贞观,开元,天宝,开皇,C,0,唐玄宗统治后期的年号是___,15
3039,唐玄宗任用奸臣,藩镇割据局面的形成,安史之乱,唐末农民起义的爆发,C,0,唐朝由强盛走向衰落的转折点是___,15
3040,赵州桥,大雁塔,大昭寺,佛光寺,A,0,建于隋朝的建筑物是___,15
3042,汉朝,三国,隋朝,唐朝,C,0,我国科举制度正式形成于___,15
3043,吴道子,阎立本,颜真卿,展子虔,A,0,《天王送子图》的作者是___,15
3044,581年,585年,586年,589年,A,0,隋朝建立于___,15
3046,《史记》,《战国策》,《论语》,《左传》,C,0,下列著作中属于语录体散文集的是___。,15
3047,《康熙字典》,《辞源》,《尔雅》,《说文解字》,D,0,我国第一部字典是___。,15
3048,李白,李贺,李煜,李商隐,D,0,晚唐诗坛上，与温庭筠并称为“温李”、又与杜牧并称为“小李杜”的诗人是___。,15
3049,《史记》,《汉书》,《后汉书》,《三国志》,A,0,“项庄舞剑，意在沛公”这个成语出自___。,15
3050,中庸之道,“仁”的学说,“生而知之”的先验论,理学思想,B,0,儒家学派创始人孔子的中心学说是___。,15
3052,秦昭襄王,秦始皇,汉高祖,汉武帝,B,0,建立历史上第一个大一统的封建帝国的人是___,15
3053,秦始皇,赵武灵王,秦穆公,齐威王,B,0,我国最早的一段长城是谁下令修建的？___,15
3054,徐霞客,沈括,郦道元,宋应星,D,0,《天工开物》是我国最早的工艺百科全书，它的作者是明朝的___。,15
3055,吕雉,北魏冯太后,武则天,慈禧太后,C,0,我国历史上第一个女皇帝是___。,15
3056,《左传》,《史记》,《国语》,《战国策》,A,0,下列作品属于编年体历史著作的是___。,15
3057,院试——乡试——会试——殿试,乡试——会试——院试——殿试,乡试——会试——殿试——院试,院试——会试——乡试——殿试,A,0,我国到了明朝已形成完备的科举考试制度，共分四级，四级考试正确的排列顺序是___。,15
3061,近体诗,古体诗,古文,词,C,0,唐宋时期韩愈等八位文学家被后人合称为“唐宋八大家”，这个合称是说明八人在哪方面都有突出的成就？___,15
3062,秦始皇,汉高祖,汉武帝,唐太宗,C,0,最早设立“太学”培养人才的皇帝是___。,15
3063,东汉、东吴、宋、齐、梁、陈,东吴、宋、齐、梁、陈、隋,西晋、东晋、宋、齐、梁、陈,东吴、东晋、宋、齐、梁、陈,D,0,古人所说的“六朝”指的是哪六个朝代？___,15
3065,《书经》,《孝经》,《礼记》,《易经》,B,0,下列哪部著作不列入“五经”？___,15
3066,司马迁,司马相如,司马光,扬雄,B,0,“琴挑文君”这个典故的主人公是___。,15
3068,1948年3月14日,1942年5月14日,1946年8月15日,1949年4月23日,D,0,中国人民解放军海军诞生的时间是___。,15
3069,山东威海,泰州白马庙,上海吴淞,浙江嘉兴,B,0,中国人民解放军海军诞生地是___。,15
3070,排水量,吨位,导弹数质量,编制人员,A,0,海军编制的舰和艇是按___来区分的。,15
3071,台湾岛,海南岛,崇明岛,钓鱼岛,A,0,中国最大的海岛是：___。,15
3072,适合大速度航行,船首干舷高，抗浪性好,船体构造简单，纵向强度好,便于通风，舰员居住性好,A,0,___。,15
3074,运七,运八,运五,北京一号,C,0,新中国制造的第一种运输机是什么型号？___,15
3075,英国,法国,美国,俄罗斯,B,0,在马岛战争中大显神威的“飞鱼”反舰导弹是由___生产的,15
3076,U-9,U-15,U-17,U-51,A,0,一战中曾有一艘德军潜艇在一小时内击沉三艘英国巡洋舰，令世界海军为之震惊，它是：___,15
3077,"取\\""列兵\\""之意","\\""战略\\""谐音",火炮时代战舰成队列迎战,都不是,C,0,"\\""战列舰\\""名称的由来是___",15
3078,"美\\""海狼\\""级核潜艇","美\\""弗吉尼亚\\""级核潜艇","俄\\""阿库拉\\""级核潜艇","俄\\""基洛\\""级常规潜艇",A,0,世界上噪声最低的潜艇是___,15
3081,俄罗斯,蒙古,哈萨克斯坦,乌克兰,C,0,世界上最大的航天发射基地——俄罗斯拜科努尔火箭发射场位于___境内,15
3082,俄“奥斯卡”级核潜艇,美“洛杉矶”级核潜艇,美“三叉戟”级核潜艇,俄“台风”级核潜艇,D,0,世界上吨位最大的潜艇是___,15
3083,坦克,作战飞机,火炮,地地导弹,C,0,下列武器中那种曾被斯大林誉为“战争之神”？___,15
3085,意大利“罗马”号战列舰,英国“谢菲尔德”驱逐舰,以色列“埃拉特”号驱逐舰,英国“考文垂”号驱逐舰,C,0,世界上第一艘被舰对舰导弹击沉的水面战舰是___,15
3086,火炮,鱼雷,火箭弹,皆不是,B,0,在火炮时代，驱逐舰攻击敌大型战舰时使用的主要武器是___,15
3088,4万,5万,6万,7万,C,0,"按吨位分,多少万吨位以上才可算是大型航空母舰___",15
3089,国防部,中央军委,党中央,总参部,B,0,中国人民解放军的最高指挥机关是___,15
3090,1950,1951,1952,1953,A,0,新中国第一战--抗美援朝战争爆发于___,15
3092,中程,远程,近程,皆不是,B,0,一般来说，划分导弹射程主要针对的是弹道导弹的射程。4000公里-8000公里属于___,15
3093,24,36,48,77,A,0,GPS是由___颗卫星组成的无线电全球定位系统。,15
3094,歼—11B,歼—10,歼—9,歼—14,B,0,我国自行研制的新型第三代战斗机型号是___,15
3095,180\\/320公里,280\\/600公里,380\\/750公里,480\\/830公里,B,0,我国常规地对地战术导弹东风—11\\/15的射程分别是多少___,15
3096,英国,美国,德国,法国,C,0,二战时最先研制出导弹的国家是___,15
3097,英国,美国,德国,法国,A,0,历史上最先发明坦克的国家是___,15
3098,军争篇,九地篇,用间篇,火攻篇,C,0,孙子兵法最后一篇是___,15
3099,诼鹿之战,牧野之战,神农氏伐斧燧之战,长平之战,C,0,我国古代最早有记载的战争是___,15
3100,59式中型坦克,69式中型坦克,80式中型坦克,2000式中型坦克,C,0,中国第一次独立研制的新型主战坦克是___,15
3101,英国,中国,法国,美国,D,0,“阿帕奇”武装直升机产于哪个国家___,15
3103,企业号,星座号,基辅号,小鹰号,C,0,下列航空母舰哪个不属于美国___,15
3104,公羊主战坦克,梅卡瓦主战坦克,奇伏坦主战坦克,阿琼主战坦克（印度）,D,0,印度自己研制的一种新行主战坦克是___,15
3105,美国,前苏联,德国,中国,B,0,AK—47自动步枪产自哪个国家___,15
3106,红旗41,巨浪-1,红旗61,红旗8,C,0,我国第一代舰空导弹是下列那一个___,15
3108,俄罗斯,美国,欧洲,亚洲,B,0,“标准”防空导弹系统是哪个国家或地区的。___,15
3109,俄罗斯,美国,日本,以色列,B,0,M1A2SEP是哪个国家的主战坦克。___,15
3110,英国,美国,日本,以色列,A,0,“挑战者”2E哪个国家的主战坦克。___,15
3111,1893,1894,1895,1896,B,0,中日甲午战争发生的时间是___,15
3112,11,12,13,14,C,0,孙武是我伟大的军事家，请问《孙子兵法》共有多少篇？___,15
3115,1941年12月,1941年8月,1941年6月,1941年11月,A,0,珍珠港战役开始于___,15
3118,右前侧,右后侧,左前侧,左后侧,C,0,通常飞机编队飞行中 长机处于僚机的___,15
3119,日本三泽空军基地　,冲绳嘉手纳基地　,关岛　,菲律宾克拉克空军基地,C,0," 美军对中国侦察的\\""全球鹰\\""高空无人侦察机部署在___基地。",15
3121,1970年6月,1967年6月,1969年6月,1976年6月,B,0, 我国在___研制成功了第一颗氢弹。,15
3123,钱学森,黄纬禄,邓稼先,王淦昌,C,0,中国的两弹元勋___,15
3124,钱学森,黄纬禄,邓稼先,王淦昌,B,0,"中国被称为火箭\\""老总\\""得是___",15
